,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
6284,59 74 113,39,10 38 113,91,100,61,25,20,48,98,85,133,48,-15,-28,3,var_0 counter_var_1 +,48,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
6285,27 97 113,21,1 29 113,51,1,83,63,11,30,43,85,124,30,-70,-28,1,var_0 counter_var_1 +,84,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,47,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,47,counter_aux_2 aux_3 *
6286,69 33 113,56,28 64 113,15,106,41,85,102,92,36,77,102,92,36,-36,100,var_0 counter_var_1 +,34,counter_var_0 var_1 +,57,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,57,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
6287,0 46 113,31,19 81 113,0,22,31,106,46,100,67,51,46,100,-46,-62,106,var_0 counter_var_1 +,53,counter_var_0 var_1 +,86,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,86,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6288,37 26 113,15,69 84 113,13,15,2,63,63,40,11,98,63,153,11,-15,76,var_0 counter_var_1 +,17,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
6289,61 96 113,42,24 92 113,105,11,50,11,44,3,78,45,157,116,-35,-68,3,var_0 counter_var_1 +,61,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
6290,90 28 113,84,33 38 113,77,72,7,25,5,71,62,108,118,71,62,-5,102,var_0 counter_var_1 +,79,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
6291,23 62 113,75,44 34 113,77,15,111,87,85,78,74,10,85,78,-39,10,51,var_0 counter_var_1 +,13,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
6292,111 10 113,17,31 51 113,4,57,13,111,8,82,101,93,121,82,101,-20,2,var_0 counter_var_1 +,70,counter_var_0 var_1 +,66,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,66,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6293,52 105 113,41,66 64 113,105,62,49,85,44,17,60,2,157,130,-53,2,77,var_0 counter_var_1 +,111,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
6294,37 5 113,101,33 82 113,13,72,88,56,42,2,32,64,42,115,32,-49,69,var_0 counter_var_1 +,47,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,64,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,64,counter_aux_2 aux_3 *
6295,35 77 113,42,29 93 113,95,50,60,52,112,9,71,49,112,122,-42,-64,34,var_0 counter_var_1 +,110,counter_var_0 var_1 +,64,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,64,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
6296,105 99 113,94,94 51 113,64,22,30,111,91,32,6,43,204,145,6,43,62,var_0 counter_var_1 +,52,counter_var_0 var_1 +,71,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,71,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
6297,32 94 113,98,105 59 113,7,64,91,22,13,51,51,46,126,164,-62,46,29,var_0 counter_var_1 +,42,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,2,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,2,counter_aux_2 aux_3 *
6298,94 27 113,84,42 29 113,22,69,62,63,8,71,67,13,121,71,67,13,85,var_0 counter_var_1 +,18,counter_var_0 var_1 +,104,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,104,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
6299,17 100 113,7,8 40 113,63,64,57,95,4,48,30,81,117,48,-83,-32,45,var_0 counter_var_1 +,8,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
6300,36 68 113,62,41 63 113,53,99,9,99,104,104,81,91,104,104,-32,-22,39,var_0 counter_var_1 +,108,counter_var_0 var_1 +,85,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,85,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
6301,41 55 113,12,28 85 113,99,106,26,7,96,0,99,56,96,113,-14,-57,106,var_0 counter_var_1 +,19,counter_var_0 var_1 +,65,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,65,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6302,53 29 113,47,67 39 113,97,82,63,61,82,106,24,28,82,106,24,28,45,var_0 counter_var_1 +,32,counter_var_0 var_1 +,36,aux_0 counter_aux_1 *,58,counter_aux_0 aux_1 *,36,aux_2 counter_aux_3 *,58,counter_aux_2 aux_3 *
6303,87 87 113,0,38 62 113,111,88,2,111,61,100,0,89,174,100,0,-24,109,var_0 counter_var_1 +,90,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6304,94 89 113,11,78 88 113,22,95,102,53,70,53,5,103,183,166,5,-10,75,var_0 counter_var_1 +,84,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,39,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,39,counter_aux_2 aux_3 *
6305,110 47 113,60,8 74 113,9,64,51,61,44,82,63,47,157,82,63,-66,70,var_0 counter_var_1 +,2,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
6306,56 59 113,107,57 79 113,85,85,22,87,2,23,110,91,115,136,-3,-22,59,var_0 counter_var_1 +,107,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,44,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,44,counter_aux_2 aux_3 *
6307,41 108 113,74,44 5 113,99,15,88,88,36,49,46,39,149,49,-67,39,74,var_0 counter_var_1 +,103,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,107,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,107,counter_aux_2 aux_3 *
6308,78 49 113,67,54 22 113,95,91,85,81,14,76,29,32,127,76,29,32,63,var_0 counter_var_1 +,63,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,57,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,57,counter_aux_2 aux_3 *
6309,53 70 113,56,22 3 113,97,32,72,104,10,25,96,19,123,25,-17,19,88,var_0 counter_var_1 +,104,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6310,61 58 113,18,30 26 113,105,109,26,2,6,56,3,4,119,56,3,4,107,var_0 counter_var_1 +,22,counter_var_0 var_1 +,24,aux_0 counter_aux_1 *,55,counter_aux_0 aux_1 *,24,aux_2 counter_aux_3 *,55,counter_aux_2 aux_3 *
6311,43 60 113,57,4 86 113,41,16,16,62,103,90,96,31,103,90,-17,-82,103,var_0 counter_var_1 +,32,counter_var_0 var_1 +,29,aux_0 counter_aux_1 *,52,counter_aux_0 aux_1 *,29,aux_2 counter_aux_3 *,52,counter_aux_2 aux_3 *
6312,71 38 113,94,107 0 113,69,36,25,0,109,107,33,107,109,107,33,107,69,var_0 counter_var_1 +,61,counter_var_0 var_1 +,24,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,24,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
6313,63 20 113,66,80 18 113,14,72,52,15,83,98,43,62,83,98,43,62,29,var_0 counter_var_1 +,11,counter_var_0 var_1 +,61,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,61,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6314,12 65 113,100,101 83 113,31,31,69,4,77,71,60,18,77,184,-53,18,35,var_0 counter_var_1 +,100,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
6315,66 28 113,69,96 90 113,62,63,7,36,94,73,38,6,94,186,38,6,98,var_0 counter_var_1 +,70,counter_var_0 var_1 +,112,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,112,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
6316,30 54 113,18,5 81 113,109,25,22,106,84,86,89,37,84,86,-24,-76,102,var_0 counter_var_1 +,47,counter_var_0 var_1 +,57,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,57,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
6317,96 29 113,13,89 27 113,63,11,63,62,12,3,67,62,125,116,67,62,12,var_0 counter_var_1 +,74,counter_var_0 var_1 +,66,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,66,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
6318,41 41 113,0,76 100 113,99,13,14,57,82,63,0,89,82,176,0,-24,43,var_0 counter_var_1 +,27,counter_var_0 var_1 +,66,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,66,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6319,103 27 113,49,41 57 113,100,99,62,28,17,98,76,97,130,98,76,-16,15,var_0 counter_var_1 +,48,counter_var_0 var_1 +,67,aux_0 counter_aux_1 *,103,counter_aux_0 aux_1 *,67,aux_2 counter_aux_3 *,103,counter_aux_2 aux_3 *
6320,69 43 113,87,37 96 113,15,13,72,50,112,20,26,54,112,133,26,-59,65,var_0 counter_var_1 +,85,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,68,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,68,counter_aux_2 aux_3 *
6321,17 31 113,6,29 88 113,63,50,56,53,48,4,99,54,48,117,-14,-59,3,var_0 counter_var_1 +,106,counter_var_0 var_1 +,106,aux_0 counter_aux_1 *,57,counter_aux_0 aux_1 *,106,aux_2 counter_aux_3 *,57,counter_aux_2 aux_3 *
6322,107 110 113,27,81 49 113,36,7,104,85,104,17,110,32,217,130,-3,32,8,var_0 counter_var_1 +,111,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
6323,104 50 113,67,97 73 113,81,30,99,95,41,57,54,24,154,170,54,24,63,var_0 counter_var_1 +,16,counter_var_0 var_1 +,80,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,80,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6324,92 1 113,101,6 82 113,102,36,112,56,93,88,91,37,93,88,91,-76,45,var_0 counter_var_1 +,35,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,98,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,98,counter_aux_2 aux_3 *
6325,33 103 113,85,13 17 113,72,56,13,50,23,30,43,109,136,30,-70,-4,9,var_0 counter_var_1 +,69,counter_var_0 var_1 +,21,aux_0 counter_aux_1 *,47,counter_aux_0 aux_1 *,21,aux_2 counter_aux_3 *,47,counter_aux_2 aux_3 *
6326,44 44 113,0,91 47 113,15,32,98,51,88,25,0,44,88,138,0,44,66,var_0 counter_var_1 +,17,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6327,32 86 113,69,37 103 113,7,13,62,13,5,27,59,47,118,140,-54,-66,20,var_0 counter_var_1 +,75,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
6328,40 111 113,14,23 89 113,18,77,109,102,38,112,42,47,151,112,-71,-66,7,var_0 counter_var_1 +,73,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,71,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,71,counter_aux_2 aux_3 *
6329,68 34 113,78,85 27 113,104,106,87,62,102,112,34,58,102,112,34,58,53,var_0 counter_var_1 +,80,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
6330,23 46 113,108,22 39 113,77,32,31,61,69,61,90,96,69,61,-23,-17,25,var_0 counter_var_1 +,63,counter_var_0 var_1 +,70,aux_0 counter_aux_1 *,66,counter_aux_0 aux_1 *,70,aux_2 counter_aux_3 *,66,counter_aux_2 aux_3 *
6331,65 18 113,59,93 48 113,44,61,15,69,83,28,47,45,83,141,47,45,0,var_0 counter_var_1 +,76,counter_var_0 var_1 +,6,aux_0 counter_aux_1 *,73,counter_aux_0 aux_1 *,6,aux_2 counter_aux_3 *,73,counter_aux_2 aux_3 *
6332,41 104 113,18,12 73 113,99,31,32,95,32,85,50,52,145,85,-63,-61,81,var_0 counter_var_1 +,63,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
6333,57 62 113,83,21 31 113,85,102,111,56,6,52,108,103,119,52,-5,-10,28,var_0 counter_var_1 +,100,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
6334,53 3 113,88,61 36 113,97,105,104,60,56,97,50,25,56,97,50,25,44,var_0 counter_var_1 +,96,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,104,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,104,counter_aux_2 aux_3 *
6335,104 52 113,89,109 9 113,81,16,8,32,43,5,52,100,156,118,52,100,0,var_0 counter_var_1 +,24,counter_var_0 var_1 +,6,aux_0 counter_aux_1 *,34,counter_aux_0 aux_1 *,6,aux_2 counter_aux_3 *,34,counter_aux_2 aux_3 *
6336,89 53 113,27,68 94 113,11,104,16,91,29,49,36,87,142,162,36,-26,102,var_0 counter_var_1 +,7,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
6337,16 30 113,34,1 75 113,30,1,4,25,46,76,99,39,46,76,-14,-74,55,var_0 counter_var_1 +,5,counter_var_0 var_1 +,99,aux_0 counter_aux_1 *,66,counter_aux_0 aux_1 *,99,aux_2 counter_aux_3 *,66,counter_aux_2 aux_3 *
6338,23 12 113,46,96 101 113,77,63,82,82,35,84,11,108,35,197,11,-5,46,var_0 counter_var_1 +,32,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,20,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,20,counter_aux_2 aux_3 *
6339,81 49 113,92,77 4 113,7,53,85,97,17,81,32,73,130,81,32,73,104,var_0 counter_var_1 +,25,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
6340,61 26 113,107,102 36 113,105,8,2,60,87,25,35,66,87,138,35,66,52,var_0 counter_var_1 +,10,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
6341,86 78 113,69,24 83 113,51,11,18,4,51,107,8,54,164,107,8,-59,55,var_0 counter_var_1 +,29,counter_var_0 var_1 +,42,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,42,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
6342,59 4 113,75,39 61 113,91,52,97,8,63,100,55,91,63,100,55,-22,99,var_0 counter_var_1 +,36,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,76,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,76,counter_aux_2 aux_3 *
6343,103 0 113,100,36 87 113,100,53,0,2,103,10,103,62,103,123,103,-51,102,var_0 counter_var_1 +,53,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,13,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,13,counter_aux_2 aux_3 *
6344,41 28 113,106,25 93 113,99,60,7,52,69,5,13,45,69,118,13,-68,38,var_0 counter_var_1 +,67,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
6345,23 83 113,81,105 69 113,77,64,4,98,106,61,53,36,106,174,-60,36,62,var_0 counter_var_1 +,68,counter_var_0 var_1 +,87,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,87,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
6346,37 6 113,90,100 19 113,13,56,77,91,43,6,31,81,43,119,31,81,104,var_0 counter_var_1 +,20,counter_var_0 var_1 +,93,aux_0 counter_aux_1 *,73,counter_aux_0 aux_1 *,93,aux_2 counter_aux_3 *,73,counter_aux_2 aux_3 *
6347,72 94 113,77,68 54 113,99,104,91,22,53,9,91,14,166,122,-22,14,8,var_0 counter_var_1 +,82,counter_var_0 var_1 +,64,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,64,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
6348,24 24 113,0,44 89 113,11,15,102,102,48,20,0,68,48,133,0,-45,0,var_0 counter_var_1 +,4,counter_var_0 var_1 +,100,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,100,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
6349,9 80 113,9,103 106 113,81,100,41,64,89,96,42,110,89,209,-71,-3,32,var_0 counter_var_1 +,28,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,77,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,77,counter_aux_2 aux_3 *
6350,46 97 113,52,97 1 113,82,30,83,112,30,98,62,96,143,98,-51,96,81,var_0 counter_var_1 +,0,counter_var_0 var_1 +,55,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,55,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
6351,34 99 113,56,22 80 113,26,32,30,41,20,102,48,55,133,102,-65,-58,67,var_0 counter_var_1 +,62,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
6352,69 73 113,110,31 3 113,15,57,95,104,29,34,109,28,142,34,-4,28,6,var_0 counter_var_1 +,39,counter_var_0 var_1 +,21,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,21,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
6353,73 93 113,70,89 68 113,18,11,52,9,53,44,93,21,166,157,-20,21,27,var_0 counter_var_1 +,63,counter_var_0 var_1 +,96,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,96,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
6354,37 65 113,82,79 12 113,13,26,69,82,102,91,85,67,102,91,-28,67,95,var_0 counter_var_1 +,95,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,51,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,51,counter_aux_2 aux_3 *
6355,93 3 113,52,3 99 113,61,9,104,30,96,102,90,17,96,102,90,-96,91,var_0 counter_var_1 +,0,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6356,65 93 113,96,54 49 113,44,91,52,85,45,103,85,5,158,103,-28,5,16,var_0 counter_var_1 +,30,counter_var_0 var_1 +,112,aux_0 counter_aux_1 *,54,counter_aux_0 aux_1 *,112,aux_2 counter_aux_3 *,54,counter_aux_2 aux_3 *
6357,14 71 113,14,67 5 113,83,82,44,88,85,72,56,62,85,72,-57,62,58,var_0 counter_var_1 +,13,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,77,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,77,counter_aux_2 aux_3 *
6358,100 8 113,105,89 82 113,56,11,49,56,108,58,92,7,108,171,92,7,112,var_0 counter_var_1 +,60,counter_var_0 var_1 +,78,aux_0 counter_aux_1 *,25,counter_aux_0 aux_1 *,78,aux_2 counter_aux_3 *,25,counter_aux_2 aux_3 *
6359,82 72 113,71,89 66 113,57,11,14,51,41,42,10,23,154,155,10,23,108,var_0 counter_var_1 +,25,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,81,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,81,counter_aux_2 aux_3 *
6360,96 98 113,64,27 35 113,63,51,1,18,81,62,111,105,194,62,-2,-8,81,var_0 counter_var_1 +,52,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
6361,69 47 113,66,28 48 113,15,106,51,69,3,76,22,93,116,76,22,-20,84,var_0 counter_var_1 +,44,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
6362,7 0 113,49,67 56 113,49,82,0,28,7,10,7,11,7,123,7,11,77,var_0 counter_var_1 +,82,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,70,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,70,counter_aux_2 aux_3 *
6363,32 21 113,18,59 108 113,7,91,11,88,53,54,11,64,53,167,11,-49,95,var_0 counter_var_1 +,102,counter_var_0 var_1 +,2,aux_0 counter_aux_1 *,29,counter_aux_0 aux_1 *,2,aux_2 counter_aux_3 *,29,counter_aux_2 aux_3 *
6364,28 9 113,25,36 57 113,106,53,32,28,37,93,19,92,37,93,19,-21,21,var_0 counter_var_1 +,85,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,72,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,72,counter_aux_2 aux_3 *
6365,22 12 113,1,4 102 113,32,16,82,105,34,106,10,15,34,106,10,-98,24,var_0 counter_var_1 +,98,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,43,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,43,counter_aux_2 aux_3 *
6366,38 13 113,32,30 57 113,88,109,57,28,51,87,25,86,51,87,25,-27,3,var_0 counter_var_1 +,53,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
6367,78 2 113,91,27 6 113,95,51,109,77,80,33,76,21,80,33,76,21,59,var_0 counter_var_1 +,47,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
6368,84 77 113,110,8 12 113,50,64,60,82,48,20,7,109,161,20,7,-4,19,var_0 counter_var_1 +,11,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
6369,58 11 113,79,34 47 113,87,26,105,51,69,81,47,100,69,81,47,-13,25,var_0 counter_var_1 +,18,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
6370,101 80 113,72,86 9 113,31,51,41,32,68,95,21,77,181,95,21,77,63,var_0 counter_var_1 +,92,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
6371,78 46 113,13,67 89 113,95,82,31,102,11,43,32,91,124,156,32,-22,84,var_0 counter_var_1 +,0,counter_var_0 var_1 +,97,aux_0 counter_aux_1 *,20,counter_aux_0 aux_1 *,97,aux_2 counter_aux_3 *,20,counter_aux_2 aux_3 *
6372,70 13 113,98,38 17 113,41,88,57,50,83,55,57,21,83,55,57,21,91,var_0 counter_var_1 +,32,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,84,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,84,counter_aux_2 aux_3 *
6373,58 17 113,24,110 67 113,87,9,50,31,75,64,41,43,75,177,41,43,5,var_0 counter_var_1 +,59,counter_var_0 var_1 +,61,aux_0 counter_aux_1 *,25,counter_aux_0 aux_1 *,61,aux_2 counter_aux_3 *,25,counter_aux_2 aux_3 *
6374,108 102 113,17,88 38 113,25,60,105,25,97,13,6,50,210,126,6,50,50,var_0 counter_var_1 +,52,counter_var_0 var_1 +,104,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,104,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
6375,79 76 113,13,55 87 113,26,87,100,2,42,29,3,81,155,142,3,-32,28,var_0 counter_var_1 +,74,counter_var_0 var_1 +,12,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,12,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
6376,92 62 113,100,77 93 113,102,53,111,52,41,57,30,97,154,170,30,-16,41,var_0 counter_var_1 +,51,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
6377,4 49 113,101,106 18 113,16,49,85,15,53,11,68,88,53,124,-45,88,31,var_0 counter_var_1 +,21,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,70,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,70,counter_aux_2 aux_3 *
6378,45 66 113,42,83 93 113,104,109,51,52,111,63,92,103,111,176,-21,-10,43,var_0 counter_var_1 +,47,counter_var_0 var_1 +,20,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,20,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
6379,54 5 113,66,77 32 113,91,53,88,106,59,109,49,45,59,109,49,45,84,var_0 counter_var_1 +,28,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,30,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,30,counter_aux_2 aux_3 *
6380,8 105 113,0,12 2 113,64,31,49,109,0,14,16,10,113,14,-97,10,60,var_0 counter_var_1 +,80,counter_var_0 var_1 +,0,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,0,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
6381,36 45 113,62,102 18 113,53,8,9,15,81,7,104,84,81,120,-9,84,68,var_0 counter_var_1 +,17,counter_var_0 var_1 +,24,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,24,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
