,data,labels,counterfactual_data,var_0,counter_var_0
7003,16 6 113,22,40 2 113,22,42
7004,80 60 113,27,92 29 113,27,8
7005,0 4 113,4,42 101 113,4,30
7006,31 100 113,18,62 49 113,18,111
7007,74 18 113,92,56 100 113,92,43
7008,76 21 113,97,41 71 113,97,112
7009,74 21 113,95,5 23 113,95,28
7010,104 6 113,110,65 14 113,110,79
7011,31 78 113,109,2 38 113,109,40
7012,54 19 113,73,15 59 113,73,74
7013,62 52 113,1,101 55 113,1,43
7014,16 17 113,33,44 77 113,33,8
7015,41 48 113,89,13 65 113,89,78
7016,55 105 113,47,17 84 113,47,101
7017,3 56 113,59,86 78 113,59,51
7018,61 85 113,33,17 95 113,33,112
7019,65 37 113,102,39 89 113,102,15
7020,109 103 113,99,44 56 113,99,100
7021,109 54 113,50,8 35 113,50,43
7022,82 73 113,42,86 85 113,42,58
7023,73 6 113,79,74 45 113,79,6
7024,60 35 113,95,42 44 113,95,86
7025,1 61 113,62,29 68 113,62,97
7026,100 11 113,111,89 92 113,111,68
7027,14 32 113,46,80 87 113,46,54
7028,30 39 113,69,47 103 113,69,37
7029,84 11 113,95,69 37 113,95,106
7030,86 2 113,88,38 78 113,88,3
7031,43 7 113,50,33 24 113,50,57
7032,3 24 113,27,20 30 113,27,50
7033,68 60 113,15,3 68 113,15,71
7034,95 7 113,102,88 89 113,102,64
7035,48 10 113,58,54 73 113,58,14
7036,94 86 113,67,112 110 113,67,109
7037,26 72 113,98,55 104 113,98,46
7038,69 90 113,46,70 68 113,46,25
7039,75 20 113,95,27 72 113,95,99
7040,23 25 113,48,30 75 113,48,105
7041,28 20 113,48,109 94 113,48,90
7042,109 85 113,81,13 4 113,81,17
7043,52 54 113,106,3 32 113,106,35
7044,102 106 113,95,93 95 113,95,75
7045,44 18 113,62,32 109 113,62,28
7046,36 33 113,69,70 76 113,69,33
7047,38 45 113,83,58 41 113,83,99
7048,83 92 113,62,84 96 113,62,67
7049,59 108 113,54,0 104 113,54,104
7050,50 75 113,12,78 44 113,12,9
7051,106 58 113,51,93 33 113,51,13
7052,17 52 113,69,76 99 113,69,62
7053,12 29 113,41,9 77 113,41,86
7054,43 25 113,68,62 29 113,68,91
7055,79 8 113,87,19 46 113,87,65
7056,29 84 113,0,90 37 113,0,14
7057,111 85 113,83,23 48 113,83,71
7058,0 112 113,112,82 76 113,112,45
7059,52 99 113,38,62 23 113,38,85
7060,36 111 113,34,83 4 113,34,87
7061,49 20 113,69,101 36 113,69,24
7062,21 43 113,64,90 23 113,64,0
7063,96 0 113,96,110 99 113,96,96
7064,12 79 113,91,110 72 113,91,69
7065,30 68 113,98,61 67 113,98,15
7066,79 68 113,34,20 88 113,34,108
7067,56 42 113,98,52 82 113,98,21
7068,76 26 113,102,90 29 113,102,6
7069,47 51 113,98,97 31 113,98,15
7070,104 97 113,88,35 83 113,88,5
7071,32 26 113,58,0 75 113,58,75
7072,43 97 113,27,49 83 113,27,19
7073,54 28 113,82,10 60 113,82,70
7074,64 48 113,112,68 6 113,112,74
7075,96 83 113,66,23 95 113,66,5
7076,70 67 113,24,71 22 113,24,93
7077,105 94 113,86,51 5 113,86,56
7078,41 1 113,42,75 76 113,42,38
7079,11 97 113,108,111 7 113,108,5
7080,94 65 113,46,110 102 113,46,99
7081,111 6 113,4,10 51 113,4,61
7082,29 31 113,60,14 4 113,60,18
7083,65 41 113,106,93 13 113,106,106
7084,38 27 113,65,2 34 113,65,36
7085,93 105 113,85,62 84 113,85,33
7086,0 111 113,111,71 18 113,111,89
7087,48 0 113,48,15 71 113,48,86
7088,34 59 113,93,11 16 113,93,27
7089,15 65 113,80,77 62 113,80,26
7090,96 91 113,74,42 50 113,74,92
7091,16 57 113,73,91 9 113,73,100
7092,53 21 113,74,96 51 113,74,34
7093,76 96 113,59,53 21 113,59,74
7094,47 23 113,70,48 59 113,70,107
7095,44 1 113,45,109 12 113,45,8
7096,13 66 113,79,23 81 113,79,104
7097,29 21 113,50,13 72 113,50,85
7098,16 38 113,54,71 71 113,54,29
7099,22 60 113,82,1 39 113,82,40
7100,22 42 113,64,67 21 113,64,88
7101,68 39 113,107,50 50 113,107,100
7102,25 18 113,43,30 50 113,43,80
7103,14 67 113,81,77 35 113,81,112
7104,26 76 113,102,2 57 113,102,59
7105,84 35 113,6,66 83 113,6,36
7106,89 39 113,15,70 14 113,15,84
7107,44 14 113,58,106 46 113,58,39
7108,23 3 113,26,56 43 113,26,99
7109,25 3 113,28,41 84 113,28,12
7110,61 0 113,61,106 103 113,61,96
7111,76 24 113,100,3 84 113,100,87
7112,28 25 113,53,77 83 113,53,47
7113,13 56 113,69,92 62 113,69,41
7114,13 85 113,98,11 79 113,98,90
7115,90 12 113,102,91 108 113,102,86
7116,78 64 113,29,104 85 113,29,76
7117,59 12 113,71,5 10 113,71,15
7118,50 104 113,41,30 84 113,41,1
7119,5 55 113,60,11 61 113,60,72
7120,82 44 113,13,77 72 113,13,36
7121,49 31 113,80,106 111 113,80,104
7122,47 18 113,65,49 16 113,65,65
7123,97 34 113,18,44 33 113,18,77
7124,33 95 113,15,8 107 113,15,2
7125,95 18 113,0,19 47 113,0,66
7126,57 22 113,79,34 60 113,79,94
7127,52 59 113,111,51 74 113,111,12
7128,42 50 113,92,26 88 113,92,1
7129,21 102 113,10,27 3 113,10,30
7130,79 12 113,91,67 92 113,91,46
7131,65 64 113,16,37 51 113,16,88
7132,89 82 113,58,89 81 113,58,57
7133,7 106 113,0,103 43 113,0,33
7134,40 95 113,22,59 12 113,22,71
7135,97 58 113,42,20 81 113,42,101
7136,1 0 113,1,110 39 113,1,36
7137,65 22 113,87,35 15 113,87,50
7138,106 42 113,35,45 70 113,35,2
7139,103 3 113,106,8 105 113,106,0
7140,80 22 113,102,39 107 113,102,33
7141,82 88 113,57,95 41 113,57,23
7142,80 89 113,56,25 111 113,56,23
7143,64 110 113,61,71 78 113,61,36
7144,22 112 113,21,37 2 113,21,39
7145,3 53 113,56,69 35 113,56,104
7146,6 33 113,39,87 47 113,39,21
7147,75 4 113,79,85 14 113,79,99
7148,84 109 113,80,6 7 113,80,13
7149,52 24 113,76,31 25 113,76,56
7150,47 31 113,78,2 90 113,78,92
7151,69 91 113,47,99 77 113,47,63
7152,101 46 113,34,27 53 113,34,80
7153,55 37 113,92,7 52 113,92,59
7154,72 28 113,100,87 39 113,100,13
7155,106 43 113,36,90 95 113,36,72
7156,30 89 113,6,110 103 113,6,100
7157,5 66 113,71,38 75 113,71,0
7158,74 37 113,111,97 0 113,111,97
7159,101 110 113,98,97 13 113,98,110
7160,104 2 113,106,47 75 113,106,9
7161,99 49 113,35,51 60 113,35,111
7162,89 84 113,60,13 61 113,60,74
7163,19 68 113,87,106 101 113,87,94
7164,95 87 113,69,2 111 113,69,0
7165,29 101 113,17,49 0 113,17,49
7166,40 35 113,75,4 101 113,75,105
7167,39 9 113,48,60 83 113,48,30
7168,112 6 113,5,11 19 113,5,30
7169,63 22 113,85,101 90 113,85,78
7170,95 28 113,10,90 61 113,10,38
7171,61 28 113,89,1 68 113,89,69
7172,67 15 113,82,28 1 113,82,29
7173,11 108 113,6,64 72 113,6,23
7174,59 34 113,93,39 111 113,93,37
7175,32 82 113,1,19 85 113,1,104
7176,56 95 113,38,57 70 113,38,14
7177,70 66 113,23,89 39 113,23,15
7178,106 85 113,78,2 76 113,78,78
7179,34 109 113,30,75 43 113,30,5
7180,95 6 113,101,41 22 113,101,63
7181,91 0 113,91,43 72 113,91,2
7182,21 12 113,33,70 39 113,33,109
7183,46 46 113,92,93 53 113,92,33
7184,41 101 113,29,86 22 113,29,108
7185,33 14 113,47,57 27 113,47,84
7186,111 83 113,81,35 6 113,81,41
7187,56 107 113,50,38 93 113,50,18
7188,29 73 113,102,97 81 113,102,65
7189,1 79 113,80,59 61 113,80,7
7190,44 13 113,57,99 9 113,57,108
7191,97 84 113,68,109 98 113,68,94
7192,60 59 113,6,72 103 113,6,62
7193,75 47 113,9,86 10 113,9,96
7194,48 102 113,37,86 94 113,37,67
7195,34 104 113,25,17 52 113,25,69
7196,91 55 113,33,29 45 113,33,74
7197,11 11 113,22,106 100 113,22,93
7198,17 35 113,52,109 84 113,52,80
7199,41 50 113,91,111 66 113,91,64
7200,81 37 113,5,94 90 113,5,71
7201,39 20 113,59,9 66 113,59,75
7202,54 81 113,22,35 37 113,22,72
7203,112 11 113,10,4 42 113,10,46
7204,82 59 113,28,41 68 113,28,109
7205,1 108 113,109,85 88 113,109,60
7206,86 47 113,20,105 97 113,20,89
7207,47 88 113,22,73 12 113,22,85
7208,79 22 113,101,36 106 113,101,29
7209,85 84 113,56,103 58 113,56,48
7210,109 108 113,104,2 49 113,104,51
7211,63 95 113,45,86 6 113,45,92
7212,106 19 113,12,52 87 113,12,26
7213,55 109 113,51,14 56 113,51,70
7214,87 76 113,50,22 4 113,50,26
7215,104 65 113,56,75 25 113,56,100
7216,33 21 113,54,101 26 113,54,14
7217,18 39 113,57,88 59 113,57,34
7218,86 28 113,1,61 111 113,1,59
7219,19 29 113,48,7 91 113,48,98
7220,73 81 113,41,112 57 113,41,56
7221,58 112 113,57,31 59 113,57,90
7222,90 109 113,86,43 12 113,86,55
7223,11 112 113,10,35 42 113,10,77
7224,3 18 113,21,84 6 113,21,90
7225,4 24 113,28,91 2 113,28,93
7226,89 78 113,54,74 56 113,54,17
7227,103 31 113,21,68 19 113,21,87
7228,46 24 113,70,11 10 113,70,21
7229,63 94 113,44,88 58 113,44,33
7230,65 75 113,27,3 59 113,27,62
7231,11 45 113,56,104 45 113,56,36
7232,72 80 113,39,29 32 113,39,61
7233,18 99 113,4,96 73 113,4,56
7234,2 12 113,14,44 50 113,14,94
7235,76 89 113,52,40 41 113,52,81
7236,8 1 113,9,35 66 113,9,101
7237,57 24 113,81,100 62 113,81,49
7238,60 51 113,111,91 48 113,111,26
7239,46 69 113,2,51 94 113,2,32
7240,56 67 113,10,3 62 113,10,65
7241,39 15 113,54,21 23 113,54,44
7242,71 70 113,28,66 91 113,28,44
7243,40 6 113,46,26 102 113,46,15
7244,76 108 113,71,10 96 113,71,106
7245,77 27 113,104,44 20 113,104,64
7246,50 60 113,110,94 64 113,110,45
7247,72 95 113,54,3 49 113,54,52
7248,99 1 113,100,14 18 113,100,32
7249,90 18 113,108,100 44 113,108,31
7250,53 80 113,20,87 106 113,20,80
7251,31 31 113,62,65 97 113,62,49
7252,14 76 113,90,27 1 113,90,28
7253,23 39 113,62,44 17 113,62,61
7254,109 88 113,84,21 57 113,84,78
7255,31 8 113,39,46 71 113,39,4
7256,6 12 113,18,74 61 113,18,22
7257,8 35 113,43,109 64 113,43,60
7258,23 63 113,86,78 78 113,86,43
7259,111 1 113,112,56 108 113,112,51
7260,65 51 113,3,83 87 113,3,57
7261,4 52 113,56,25 79 113,56,104
7262,9 65 113,74,59 41 113,74,100
7263,17 53 113,70,40 20 113,70,60
7264,37 71 113,108,2 23 113,108,25
7265,95 24 113,6,22 7 113,6,29
7266,87 93 113,67,53 75 113,67,15
7267,90 40 113,17,12 79 113,17,91
7268,63 41 113,104,94 34 113,104,15
7269,65 24 113,89,88 33 113,89,8
7270,12 107 113,6,22 26 113,6,48
7271,11 19 113,30,50 2 113,30,52
7272,77 3 113,80,53 35 113,80,88
7273,34 87 113,8,92 82 113,8,61
7274,107 8 113,2,69 42 113,2,111
7275,70 84 113,41,61 27 113,41,88
7276,36 32 113,68,24 48 113,68,72
7277,87 64 113,38,93 90 113,38,70
7278,7 19 113,26,43 30 113,26,73
7279,46 70 113,3,15 73 113,3,88
7280,112 72 113,71,105 7 113,71,112
7281,81 59 113,27,41 81 113,27,9
7282,0 75 113,75,11 55 113,75,66
7283,22 67 113,89,7 33 113,89,40
7284,104 93 113,84,74 12 113,84,86
7285,24 112 113,23,110 23 113,23,20
7286,20 39 113,59,1 42 113,59,43
7287,53 16 113,69,33 2 113,69,35
7288,86 23 113,109,39 63 113,109,102
7289,103 98 113,88,36 104 113,88,27
7290,40 39 113,79,77 106 113,79,70
7291,2 9 113,11,9 25 113,11,34
7292,58 48 113,106,16 16 113,106,32
7293,26 83 113,109,111 42 113,109,40
7294,35 82 113,4,105 25 113,4,17
7295,68 41 113,109,55 1 113,109,56
7296,78 32 113,110,53 92 113,110,32
7297,46 5 113,51,60 31 113,51,91
7298,61 68 113,16,61 64 113,16,12
7299,13 93 113,106,83 3 113,106,86
7300,98 99 113,84,55 50 113,84,105
7301,95 58 113,40,64 24 113,40,88
7302,21 75 113,96,2 52 113,96,54
7303,79 6 113,85,33 3 113,85,36
7304,106 59 113,52,56 107 113,52,50
7305,50 105 113,42,86 48 113,42,21
7306,43 103 113,33,8 31 113,33,39
7307,78 109 113,74,97 104 113,74,88
7308,40 40 113,80,22 41 113,80,63
7309,14 77 113,91,61 35 113,91,96
7310,91 100 113,78,92 20 113,78,112
7311,10 12 113,22,87 29 113,22,3
7312,21 62 113,83,72 7 113,83,79
7313,11 63 113,74,71 70 113,74,28
7314,7 69 113,76,44 55 113,76,99
7315,10 108 113,5,55 38 113,5,93
7316,110 29 113,26,33 84 113,26,4
7317,99 3 113,102,96 98 113,102,81
7318,11 83 113,94,73 46 113,94,6
7319,49 12 113,61,91 44 113,61,22
7320,64 14 113,78,15 61 113,78,76
7321,20 102 113,9,56 39 113,9,95
7322,53 78 113,18,43 25 113,18,68
7323,22 74 113,96,43 77 113,96,7
7324,70 93 113,50,99 105 113,50,91
7325,110 79 113,76,83 43 113,76,13
7326,99 48 113,34,67 50 113,34,4
7327,53 44 113,97,95 103 113,97,85
7328,63 13 113,76,107 36 113,76,30
7329,77 102 113,66,13 41 113,66,54
7330,63 110 113,60,83 42 113,60,12
7331,108 59 113,54,4 34 113,54,38
7332,58 75 113,20,36 110 113,20,33
7333,55 96 113,38,35 22 113,38,57
7334,68 18 113,86,95 5 113,86,100
7335,59 26 113,85,45 97 113,85,29
7336,61 35 113,96,3 43 113,96,46
7337,56 102 113,45,80 95 113,45,62
7338,44 93 113,24,6 93 113,24,99
7339,61 22 113,83,104 91 113,83,82
7340,35 14 113,49,47 59 113,49,106
7341,46 36 113,82,78 22 113,82,100
7342,69 87 113,43,21 110 113,43,18
7343,63 52 113,2,6 6 113,2,12
7344,5 34 113,39,59 17 113,39,76
7345,72 89 113,48,100 89 113,48,76
7346,30 32 113,62,90 46 113,62,23
7347,46 102 113,35,76 63 113,35,26
7348,82 90 113,59,81 1 113,59,82
7349,87 94 113,68,101 72 113,68,60
7350,37 10 113,47,91 32 113,47,10
7351,44 33 113,77,40 72 113,77,112
7352,101 102 113,90,63 23 113,90,86
7353,53 94 113,34,19 54 113,34,73
7354,2 64 113,66,32 110 113,66,29
7355,84 95 113,66,99 63 113,66,49
7356,65 47 113,112,61 97 113,112,45
7357,49 23 113,72,71 56 113,72,14
7358,19 16 113,35,60 36 113,35,96
7359,54 70 113,11,92 54 113,11,33
7360,61 21 113,82,111 36 113,82,34
7361,80 43 113,10,86 53 113,10,26
7362,20 50 113,70,42 37 113,70,79
7363,100 31 113,18,5 2 113,18,7
7364,5 27 113,32,99 3 113,32,102
7365,27 33 113,60,29 11 113,60,40
7366,111 69 113,67,14 29 113,67,43
7367,15 43 113,58,5 11 113,58,16
7368,110 9 113,6,23 74 113,6,97
7369,101 98 113,86,104 51 113,86,42
7370,85 31 113,3,20 31 113,3,51
7371,93 57 113,37,59 30 113,37,89
7372,48 82 113,17,1 43 113,17,44
7373,35 100 113,22,99 69 113,22,55
7374,107 80 113,74,107 31 113,74,25
7375,90 50 113,27,26 60 113,27,86
7376,81 44 113,12,16 2 113,12,18
7377,13 60 113,73,13 23 113,73,36
7378,36 89 113,12,108 37 113,12,32
7379,104 46 113,37,6 90 113,37,96
7380,52 51 113,103,20 55 113,103,75
7381,111 71 113,69,2 19 113,69,21
7382,86 68 113,41,78 57 113,41,22
7383,8 72 113,80,36 45 113,80,81
7384,49 111 113,47,27 61 113,47,88
7385,86 42 113,15,30 89 113,15,6
7386,41 8 113,49,82 88 113,49,57
7387,110 80 113,77,105 46 113,77,38
7388,103 105 113,95,93 19 113,95,112
7389,22 53 113,75,22 87 113,75,109
7390,92 69 113,48,22 32 113,48,54
7391,56 29 113,85,80 112 113,85,79
7392,64 65 113,16,27 19 113,16,46
7393,16 99 113,2,65 83 113,2,35
7394,27 112 113,26,53 87 113,26,27
7395,2 107 113,109,28 32 113,109,60
7396,32 64 113,96,73 62 113,96,22
7397,41 107 113,35,46 0 113,35,46
7398,82 50 113,19,97 62 113,19,46
7399,29 105 113,21,42 56 113,21,98
7400,70 92 113,49,48 104 113,49,39
7401,35 96 113,18,52 52 113,18,104
7402,107 6 113,0,41 55 113,0,96
7403,26 104 113,17,16 11 113,17,27
7404,57 1 113,58,73 110 113,58,70
7405,22 96 113,5,95 90 113,5,72
7406,53 41 113,94,96 61 113,94,44
7407,63 11 113,74,98 52 113,74,37
7408,39 53 113,92,26 48 113,92,74
7409,97 19 113,3,60 100 113,3,47
7410,31 87 113,5,63 15 113,5,78
7411,54 69 113,10,6 40 113,10,46
7412,18 59 113,77,75 59 113,77,21
7413,80 57 113,24,8 110 113,24,5
7414,108 84 113,79,84 28 113,79,112
7415,52 88 113,27,86 16 113,27,102
7416,59 105 113,51,83 67 113,51,37
7417,35 62 113,97,32 30 113,97,62
7418,104 96 113,87,80 50 113,87,17
7419,25 28 113,53,13 105 113,53,5
7420,111 17 113,15,40 66 113,15,106
7421,58 1 113,59,95 34 113,59,16
7422,52 33 113,85,54 39 113,85,93
7423,29 93 113,9,85 94 113,9,66
7424,19 54 113,73,32 64 113,73,96
7425,94 109 113,90,102 82 113,90,71
7426,108 64 113,59,37 75 113,59,112
7427,110 61 113,58,26 43 113,58,69
7428,5 0 113,5,57 39 113,5,96
7429,37 106 113,30,32 35 113,30,67
7430,83 25 113,108,57 66 113,108,10
7431,20 66 113,86,19 79 113,86,98
7432,105 53 113,45,64 93 113,45,44
7433,98 30 113,15,60 30 113,15,90
7434,78 41 113,6,85 50 113,6,22
7435,24 106 113,17,9 41 113,17,50
7436,112 46 113,45,65 57 113,45,9
7437,24 104 113,15,71 47 113,15,5
7438,10 30 113,40,37 97 113,40,21
7439,42 33 113,75,45 87 113,75,19
7440,35 64 113,99,60 38 113,99,98
7441,49 69 113,5,6 51 113,5,57
7442,55 8 113,63,112 8 113,63,7
7443,14 36 113,50,5 18 113,50,23
7444,72 112 113,71,60 57 113,71,4
7445,30 86 113,3,19 111 113,3,17
7446,43 76 113,6,66 84 113,6,37
7447,101 92 113,80,108 66 113,80,61
7448,46 111 113,44,27 2 113,44,29
7449,107 17 113,11,16 37 113,11,53
7450,22 39 113,61,48 35 113,61,83
7451,84 23 113,107,69 55 113,107,11
7452,71 43 113,1,19 87 113,1,106
7453,70 40 113,110,60 27 113,110,87
7454,54 21 113,75,104 96 113,75,87
7455,28 14 113,42,13 5 113,42,18
7456,15 86 113,101,31 97 113,101,15
7457,35 112 113,34,77 70 113,34,34
7458,27 13 113,40,91 13 113,40,104
7459,2 97 113,99,7 0 113,99,7
7460,47 92 113,26,39 84 113,26,10
7461,15 44 113,59,77 16 113,59,93
7462,14 15 113,29,28 18 113,29,46
7463,5 65 113,70,85 33 113,70,5
7464,36 26 113,62,92 75 113,62,54
7465,27 104 113,18,12 21 113,18,33
7466,63 50 113,0,95 43 113,0,25
7467,41 86 113,14,83 38 113,14,8
7468,45 20 113,65,93 101 113,65,81
7469,8 96 113,104,16 57 113,104,73
7470,19 46 113,65,33 28 113,65,61
7471,69 52 113,8,106 112 113,8,105
7472,97 33 113,17,75 28 113,17,103
7473,7 52 113,59,73 45 113,59,5
7474,80 13 113,93,60 19 113,93,79
7475,81 48 113,16,51 25 113,16,76
7476,2 48 113,50,102 23 113,50,12
7477,28 71 113,99,22 17 113,99,39
7478,27 36 113,63,82 97 113,63,66
7479,82 9 113,91,70 20 113,91,90
7480,93 4 113,97,41 73 113,97,1
7481,36 27 113,63,102 63 113,63,52
7482,32 65 113,97,50 19 113,97,69
7483,6 2 113,8,26 106 113,8,19
7484,16 5 113,21,8 97 113,21,105
7485,18 82 113,100,15 85 113,100,100
7486,26 74 113,100,38 85 113,100,10
7487,90 44 113,21,2 96 113,21,98
7488,0 94 113,94,14 22 113,94,36
7489,47 69 113,3,61 43 113,3,104
7490,68 12 113,80,85 81 113,80,53
7491,36 55 113,91,13 110 113,91,10
7492,33 79 113,112,102 112 113,112,101
7493,95 21 113,3,37 78 113,3,2
7494,75 104 113,66,4 17 113,66,21
7495,3 101 113,104,112 78 113,104,77
7496,20 63 113,83,27 83 113,83,110
7497,101 72 113,60,88 14 113,60,102
7498,18 111 113,16,28 51 113,16,79
7499,92 100 113,79,46 96 113,79,29
7500,102 33 113,22,111 28 113,22,26
7501,98 52 113,37,86 90 113,37,63
7502,88 62 113,37,34 80 113,37,1
7503,49 73 113,9,0 72 113,9,72
7504,82 34 113,3,66 18 113,3,84
7505,65 91 113,43,106 55 113,43,48
7506,46 34 113,80,17 88 113,80,105
7507,60 52 113,112,102 107 113,112,96
7508,10 45 113,55,16 106 113,55,9
7509,22 91 113,0,31 106 113,0,24
7510,100 12 113,112,96 7 113,112,103
7511,63 99 113,49,97 76 113,49,60
7512,67 10 113,77,3 33 113,77,36
7513,54 67 113,8,21 9 113,8,30
7514,42 64 113,106,49 19 113,106,68
7515,44 96 113,27,59 62 113,27,8
7516,26 62 113,88,10 75 113,88,85
7517,39 0 113,39,46 88 113,39,21
7518,33 104 113,24,103 54 113,24,44
7519,83 1 113,84,87 45 113,84,19
7520,7 49 113,56,39 48 113,56,87
7521,95 15 113,110,1 88 113,110,89
7522,44 94 113,25,34 3 113,25,37
7523,104 41 113,32,55 64 113,32,6
7524,43 58 113,101,76 86 113,101,49
7525,2 1 113,3,89 0 113,3,89
7526,93 23 113,3,54 43 113,3,97
7527,67 50 113,4,97 70 113,4,54
7528,42 46 113,88,34 112 113,88,33
7529,64 36 113,100,94 70 113,100,51
7530,72 111 113,70,73 10 113,70,83
7531,13 78 113,91,42 63 113,91,105
7532,34 54 113,88,99 71 113,88,57
7533,26 94 113,7,27 103 113,7,17
7534,93 9 113,102,18 73 113,102,91
7535,23 98 113,8,89 3 113,8,92
7536,51 42 113,93,34 107 113,93,28
7537,93 36 113,16,102 20 113,16,9
7538,39 71 113,110,97 109 113,110,93
7539,30 56 113,86,46 11 113,86,57
7540,59 32 113,91,11 77 113,91,88
7541,4 102 113,106,109 51 113,106,47
7542,74 77 113,38,94 26 113,38,7
7543,105 82 113,74,83 33 113,74,3
7544,53 9 113,62,27 4 113,62,31
7545,96 111 113,94,87 64 113,94,38
7546,34 62 113,96,101 60 113,96,48
7547,35 51 113,86,70 91 113,86,48
7548,32 41 113,73,34 40 113,73,74
7549,39 57 113,96,92 93 113,96,72
7550,63 60 113,10,43 95 113,10,25
7551,34 30 113,64,88 65 113,64,40
7552,92 2 113,94,39 56 113,94,95
7553,72 16 113,88,40 74 113,88,1
7554,70 30 113,100,81 60 113,100,28
7555,21 48 113,69,33 6 113,69,39
7556,64 56 113,7,47 70 113,7,4
7557,12 44 113,56,20 52 113,56,72
7558,22 51 113,73,36 39 113,73,75
7559,62 6 113,68,34 106 113,68,27
7560,109 86 113,82,52 104 113,82,43
7561,95 79 113,61,49 110 113,61,46
7562,91 23 113,1,111 59 113,1,57
7563,33 3 113,36,91 51 113,36,29
7564,29 20 113,49,18 76 113,49,94
7565,94 62 113,43,9 58 113,43,67
7566,73 64 113,24,19 60 113,24,79
7567,65 77 113,29,107 111 113,29,105
7568,48 109 113,44,110 82 113,44,79
7569,62 43 113,105,26 111 113,105,24
7570,109 36 113,32,76 44 113,32,7
7571,108 111 113,106,8 96 113,106,104
7572,83 51 113,21,98 86 113,21,71
7573,82 51 113,20,41 59 113,20,100
7574,25 100 113,12,71 61 113,12,19
7575,39 70 113,109,0 90 113,109,90
7576,90 97 113,74,104 19 113,74,10
7577,102 34 113,23,21 19 113,23,40
7578,11 44 113,55,93 35 113,55,15
7579,52 79 113,18,34 103 113,18,24
7580,2 67 113,69,56 76 113,69,19
7581,68 63 113,18,105 33 113,18,25
7582,108 74 113,69,72 63 113,69,22
7583,40 58 113,98,56 29 113,98,85
7584,50 51 113,101,1 93 113,101,94
7585,66 52 113,5,106 48 113,5,41
7586,80 14 113,94,40 60 113,94,100
7587,49 53 113,102,10 107 113,102,4
7588,15 110 113,12,51 46 113,12,97
7589,86 14 113,100,88 112 113,100,87
7590,32 10 113,42,50 66 113,42,3
7591,96 53 113,36,50 10 113,36,60
7592,48 14 113,62,80 15 113,62,95
7593,53 68 113,8,28 3 113,8,31
7594,13 100 113,0,102 26 113,0,15
7595,22 100 113,9,10 24 113,9,34
7596,45 59 113,104,71 49 113,104,7
7597,5 28 113,33,17 4 113,33,21
7598,104 33 113,24,104 36 113,24,27
7599,24 76 113,100,50 93 113,100,30
7600,10 48 113,58,47 20 113,58,67
7601,109 83 113,79,8 50 113,79,58
7602,85 1 113,86,103 34 113,86,24
7603,93 40 113,20,99 56 113,20,42
7604,27 38 113,65,87 46 113,65,20
7605,97 21 113,5,24 43 113,5,67
7606,31 20 113,51,34 71 113,51,105
7607,71 49 113,7,48 89 113,7,24
7608,76 73 113,36,32 72 113,36,104
7609,94 73 113,54,97 85 113,54,69
7610,78 105 113,70,10 1 113,70,11
7611,42 57 113,99,19 72 113,99,91
7612,107 28 113,22,26 69 113,22,95
7613,79 82 113,48,30 22 113,48,52
7614,87 99 113,73,31 37 113,73,68
7615,28 42 113,70,8 3 113,70,11
7616,73 56 113,16,21 97 113,16,5
7617,7 33 113,40,96 87 113,40,70
7618,97 14 113,111,96 27 113,111,10
7619,66 3 113,69,3 112 113,69,2
7620,72 72 113,31,105 0 113,31,105
7621,84 108 113,79,105 11 113,79,3
7622,58 62 113,7,107 79 113,7,73
7623,66 59 113,12,98 24 113,12,9
7624,92 53 113,32,12 69 113,32,81
7625,17 103 113,7,3 3 113,7,6
7626,90 74 113,51,62 47 113,51,109
7627,5 106 113,111,57 9 113,111,66
7628,59 89 113,35,2 9 113,35,11
7629,52 107 113,46,48 57 113,46,105
7630,67 68 113,22,32 33 113,22,65
7631,85 12 113,97,3 98 113,97,101
7632,23 93 113,3,97 16 113,3,0
7633,7 99 113,106,65 23 113,106,88
7634,83 90 113,60,25 28 113,60,53
7635,106 17 113,10,40 82 113,10,9
7636,11 71 113,82,21 92 113,82,0
7637,87 104 113,78,20 97 113,78,4
7638,94 75 113,56,94 78 113,56,59
7639,21 108 113,16,24 91 113,16,2
7640,88 88 113,63,105 41 113,63,33
7641,90 69 113,46,107 101 113,46,95
7642,67 59 113,13,33 64 113,13,97
7643,60 84 113,31,9 21 113,31,30
7644,103 102 113,92,44 8 113,92,52
7645,64 93 113,44,68 99 113,44,54
7646,12 63 113,75,16 112 113,75,15
7647,17 60 113,77,29 94 113,77,10
7648,44 40 113,84,108 109 113,84,104
7649,50 6 113,56,99 57 113,56,43
7650,96 31 113,14,43 74 113,14,4
7651,86 44 113,17,92 92 113,17,71
7652,15 100 113,2,109 1 113,2,110
7653,105 18 113,10,8 43 113,10,51
7654,3 68 113,71,3 89 113,71,92
7655,109 34 113,30,17 87 113,30,104
